doj,srcid,destid,final_seatcount
2023-10-01,19,30,1985.0
2023-10-02,45,46,8232.0
2023-10-02,46,45,6990.0
2023-10-02,45,47,6190.0
2023-10-02,47,45,7152.0
2023-10-02,46,9,7071.0
2023-10-02,9,46,10134.0
2023-10-02,46,48,5271.0
2023-10-02,48,46,8733.0
2023-10-02,45,9,3744.0
2023-10-02,9,45,5847.0
2023-10-02,47,5,3249.0
2023-10-02,5,47,5868.0
2023-10-02,46,44,3536.0
2023-10-02,46,35,2860.0
2023-10-02,45,28,1628.0
2023-10-02,35,46,8528.0
2023-10-02,44,46,6436.0
2023-10-02,2,40,2156.0
2023-10-02,11,36,3620.0
2023-10-02,19,32,3632.0
2023-10-02,36,11,2180.0
2023-10-02,28,45,5200.0
2023-10-02,2,30,6816.0
2023-10-02,40,2,4044.0
2023-10-02,30,2,5420.0
2023-10-02,32,19,3724.0
2023-10-02,12,36,7872.0
2023-10-02,47,43,1524.0
2023-10-02,13,23,3652.0
2023-10-02,36,7,2324.0
2023-10-02,43,47,4008.0
2023-10-02,7,36,5256.0
2023-10-02,36,12,2028.0
2023-10-02,46,18,2272.0
2023-10-02,18,46,3448.0
2023-10-02,45,48,1992.0
2023-10-02,45,42,1740.0
2023-10-02,23,25,936.0
2023-10-02,48,45,3340.0
2023-10-02,42,45,3180.0
2023-10-02,2,47,3785.0
2023-10-02,3,45,2448.0
2023-10-02,46,15,1392.0
2023-10-02,45,34,1885.0
2023-10-02,47,2,2850.0
2023-10-02,34,45,5645.0
2023-10-02,47,28,1210.0
2023-10-02,45,3,1356.0
2023-10-02,47,46,3910.0
2023-10-02,2,16,1680.0
2023-10-02,25,23,2988.0
2023-10-02,46,26,2045.0
2023-10-02,36,27,748.0
2023-10-02,16,2,4160.0
2023-10-02,23,13,2210.0
2023-10-02,2,31,1768.0
2023-10-02,26,46,2730.0
2023-10-02,31,2,8152.0
2023-10-02,15,46,3588.0
2023-10-02,30,14,1152.0
2023-10-02,2,19,2395.0
2023-10-02,28,47,3385.0
2023-10-02,47,3,1530.0
2023-10-02,45,5,1670.0
2023-10-02,36,37,120.0
2023-10-02,46,47,3430.0
2023-10-02,5,45,3115.0
2023-10-02,46,20,1960.0
2023-10-02,3,47,2650.0
2023-10-02,20,46,2940.0
2023-10-02,19,2,3735.0
2023-10-02,27,36,1235.0
2023-10-02,14,30,3580.0
2023-10-02,45,39,1784.0
2023-10-02,39,45,6628.0
2023-10-02,36,41,480.0
2023-10-02,2,21,1630.0
2023-10-02,8,47,2825.0
2023-10-02,47,6,1350.0
2023-10-02,41,36,2140.0
2023-10-02,2,1,1660.0
2023-10-02,37,36,156.0
2023-10-02,47,30,2205.0
2023-10-02,47,8,1205.0
2023-10-02,22,36,2110.0
2023-10-02,6,47,2195.0
2023-10-02,46,33,1700.0
2023-10-02,45,44,1830.0
2023-10-02,33,46,4125.0
2023-10-02,21,2,2800.0
2023-10-02,36,22,2775.0
2023-10-02,2,14,1450.0
2023-10-02,1,2,2090.0
2023-10-02,17,23,1855.0
2023-10-02,4,29,1170.0
2023-10-02,2,24,1270.0
2023-10-02,44,45,2600.0
2023-10-02,47,10,1075.0
2023-10-02,38,36,2495.0
2023-10-02,19,30,3185.0
2023-10-03,45,46,5526.0
2023-10-03,46,45,4974.0
2023-10-03,45,47,4168.0
2023-10-03,47,45,4862.0
2023-10-03,46,9,4116.0
2023-10-03,9,46,7662.0
2023-10-03,46,48,3513.0
2023-10-03,48,46,6342.0
2023-10-03,45,9,2214.0
2023-10-03,9,45,4689.0
2023-10-03,47,5,1995.0
2023-10-03,5,47,3627.0
2023-10-03,46,44,1560.0
2023-10-03,46,35,1576.0
2023-10-03,45,28,1564.0
2023-10-03,35,46,4640.0
2023-10-03,44,46,3028.0
2023-10-03,2,40,1468.0
2023-10-03,11,36,2204.0
2023-10-03,19,32,2680.0
2023-10-03,36,11,1592.0
2023-10-03,28,45,2596.0
2023-10-03,2,30,3336.0
2023-10-03,40,2,2908.0
2023-10-03,30,2,2320.0
2023-10-03,32,19,2844.0
2023-10-03,12,36,3336.0
2023-10-03,47,43,1124.0
2023-10-03,13,23,2656.0
2023-10-03,36,7,1104.0
2023-10-03,43,47,1756.0
2023-10-03,7,36,1600.0
2023-10-03,36,12,1292.0
2023-10-03,46,18,1484.0
2023-10-03,18,46,2584.0
2023-10-03,45,48,1228.0
2023-10-03,45,42,1036.0
2023-10-03,23,25,728.0
2023-10-03,48,45,2756.0
2023-10-03,42,45,2044.0
2023-10-03,2,47,2630.0
2023-10-03,3,45,2040.0
2023-10-03,46,15,1144.0
2023-10-03,45,34,1120.0
2023-10-03,47,2,2160.0
2023-10-03,34,45,3285.0
2023-10-03,47,28,1000.0
2023-10-03,45,3,1052.0
2023-10-03,47,46,2920.0
2023-10-03,2,16,920.0
2023-10-03,25,23,1504.0
2023-10-03,46,26,1775.0
2023-10-03,36,27,688.0
2023-10-03,16,2,1860.0
2023-10-03,23,13,1845.0
2023-10-03,2,31,1320.0
2023-10-03,26,46,2200.0
2023-10-03,31,2,3944.0
2023-10-03,15,46,2096.0
2023-10-03,30,14,952.0
2023-10-03,2,19,1800.0
2023-10-03,28,47,1630.0
2023-10-03,47,3,1215.0
2023-10-03,45,5,1235.0
2023-10-03,36,37,66.0
2023-10-03,46,47,1820.0
2023-10-03,5,45,2245.0
2023-10-03,46,20,1245.0
2023-10-03,3,47,1620.0
2023-10-03,20,46,2140.0
2023-10-03,19,2,2565.0
2023-10-03,27,36,1065.0
2023-10-03,14,30,2190.0
2023-10-03,45,39,940.0
2023-10-03,39,45,2080.0
2023-10-03,36,41,340.0
2023-10-03,2,21,1105.0
2023-10-03,8,47,1615.0
2023-10-03,47,6,885.0
2023-10-03,41,36,1160.0
2023-10-03,2,1,1230.0
2023-10-03,37,36,98.0
2023-10-03,47,30,1895.0
2023-10-03,47,8,805.0
2023-10-03,22,36,1475.0
2023-10-03,6,47,2165.0
2023-10-03,46,33,805.0
2023-10-03,45,44,930.0
2023-10-03,33,46,2110.0
2023-10-03,21,2,1735.0
2023-10-03,36,22,1710.0
2023-10-03,2,14,985.0
2023-10-03,1,2,1400.0
2023-10-03,17,23,1440.0
2023-10-03,4,29,1265.0
2023-10-03,2,24,840.0
2023-10-03,44,45,1665.0
2023-10-03,47,10,795.0
2023-10-03,38,36,1500.0
2023-10-03,19,30,1880.0
2023-10-04,45,46,3370.0
2023-10-04,46,45,3516.0
2023-10-04,45,47,3036.0
2023-10-04,47,45,3008.0
2023-10-04,46,9,3177.0
2023-10-04,9,46,4818.0
2023-10-04,46,48,2754.0
2023-10-04,48,46,4545.0
2023-10-04,45,9,1950.0
2023-10-04,9,45,3273.0
2023-10-04,47,5,1893.0
2023-10-04,5,47,2340.0
2023-10-04,46,44,1328.0
2023-10-04,46,35,1232.0
2023-10-04,45,28,1396.0
2023-10-04,35,46,2728.0
2023-10-04,44,46,1516.0
2023-10-04,2,40,1288.0
2023-10-04,11,36,1788.0
2023-10-04,19,32,1892.0
2023-10-04,36,11,1268.0
2023-10-04,28,45,1524.0
2023-10-04,2,30,1752.0
2023-10-04,40,2,2320.0
2023-10-04,30,2,1516.0
2023-10-04,32,19,1912.0
2023-10-04,12,36,2056.0
2023-10-04,47,43,956.0
2023-10-04,13,23,1280.0
2023-10-04,36,7,980.0
2023-10-04,43,47,1304.0
2023-10-04,7,36,1220.0
2023-10-04,36,12,1180.0
2023-10-04,46,18,816.0
2023-10-04,18,46,1876.0
2023-10-04,45,48,1084.0
2023-10-04,45,42,1276.0
2023-10-04,23,25,784.0
2023-10-04,48,45,1684.0
2023-10-04,42,45,1368.0
2023-10-04,2,47,1740.0
2023-10-04,3,45,2000.0
2023-10-04,46,15,812.0
2023-10-04,45,34,1175.0
2023-10-04,47,2,1245.0
2023-10-04,34,45,2100.0
2023-10-04,47,28,1035.0
2023-10-04,45,3,1076.0
2023-10-04,47,46,1645.0
2023-10-04,2,16,1010.0
2023-10-04,25,23,676.0
2023-10-04,46,26,1235.0
2023-10-04,36,27,724.0
2023-10-04,16,2,1365.0
2023-10-04,23,13,1135.0
2023-10-04,2,31,1428.0
2023-10-04,26,46,1490.0
2023-10-04,31,2,2592.0
2023-10-04,15,46,1656.0
2023-10-04,30,14,1020.0
2023-10-04,2,19,1290.0
2023-10-04,28,47,1265.0
2023-10-04,47,3,900.0
2023-10-04,45,5,965.0
2023-10-04,36,37,84.0
2023-10-04,46,47,1475.0
2023-10-04,5,45,1715.0
2023-10-04,46,20,1090.0
2023-10-04,3,47,1400.0
2023-10-04,20,46,1530.0
2023-10-04,19,2,1540.0
2023-10-04,27,36,1145.0
2023-10-04,14,30,1785.0
2023-10-04,45,39,988.0
2023-10-04,39,45,1156.0
2023-10-04,36,41,376.0
2023-10-04,2,21,955.0
2023-10-04,8,47,1210.0
2023-10-04,47,6,1120.0
2023-10-04,41,36,668.0
2023-10-04,2,1,1160.0
2023-10-04,37,36,102.0
2023-10-04,47,30,1160.0
2023-10-04,47,8,825.0
2023-10-04,22,36,1065.0
2023-10-04,6,47,1700.0
2023-10-04,46,33,670.0
2023-10-04,45,44,1055.0
2023-10-04,33,46,1090.0
2023-10-04,21,2,1135.0
2023-10-04,36,22,880.0
2023-10-04,2,14,1030.0
2023-10-04,1,2,1285.0
2023-10-04,17,23,1325.0
2023-10-04,4,29,1100.0
2023-10-04,2,24,830.0
2023-10-04,44,45,1115.0
2023-10-04,47,10,760.0
2023-10-04,38,36,1030.0
2023-10-04,19,30,1140.0
2023-10-05,45,46,3458.0
2023-10-05,46,45,2568.0
2023-10-05,45,47,2824.0
2023-10-05,47,45,2474.0
2023-10-05,46,9,3795.0
2023-10-05,9,46,3180.0
2023-10-05,46,48,3120.0
2023-10-05,48,46,2529.0
2023-10-05,45,9,2601.0
2023-10-05,9,45,2133.0
2023-10-05,47,5,1902.0
2023-10-05,5,47,1632.0
2023-10-05,46,44,1584.0
2023-10-05,46,35,2012.0
2023-10-05,45,28,1500.0
2023-10-05,35,46,1272.0
2023-10-05,44,46,1152.0
2023-10-05,2,40,1112.0
2023-10-05,11,36,1400.0
2023-10-05,19,32,1776.0
2023-10-05,36,11,1236.0
2023-10-05,28,45,1088.0
2023-10-05,2,30,1632.0
2023-10-05,40,2,1588.0
2023-10-05,30,2,1348.0
2023-10-05,32,19,1412.0
2023-10-05,12,36,1248.0
2023-10-05,47,43,896.0
2023-10-05,13,23,1016.0
2023-10-05,36,7,1144.0
2023-10-05,43,47,952.0
2023-10-05,7,36,1064.0
2023-10-05,36,12,1040.0
2023-10-05,46,18,988.0
2023-10-05,18,46,1268.0
2023-10-05,45,48,1340.0
2023-10-05,45,42,1356.0
2023-10-05,23,25,484.0
2023-10-05,48,45,1116.0
2023-10-05,42,45,908.0
2023-10-05,2,47,1080.0
2023-10-05,3,45,1200.0
2023-10-05,46,15,904.0
2023-10-05,45,34,1050.0
2023-10-05,47,2,1305.0
2023-10-05,34,45,995.0
2023-10-05,47,28,895.0
2023-10-05,45,3,1044.0
2023-10-05,47,46,1390.0
2023-10-05,2,16,1075.0
2023-10-05,25,23,656.0
2023-10-05,46,26,1320.0
2023-10-05,36,27,704.0
2023-10-05,16,2,1030.0
2023-10-05,23,13,1025.0
2023-10-05,2,31,2028.0
2023-10-05,26,46,1255.0
2023-10-05,31,2,1388.0
2023-10-05,15,46,960.0
2023-10-05,30,14,1020.0
2023-10-05,2,19,1390.0
2023-10-05,28,47,865.0
2023-10-05,47,3,925.0
2023-10-05,45,5,1185.0
2023-10-05,36,37,54.0
2023-10-05,46,47,990.0
2023-10-05,5,45,1455.0
2023-10-05,46,20,1265.0
2023-10-05,3,47,1045.0
2023-10-05,20,46,1145.0
2023-10-05,19,2,975.0
2023-10-05,27,36,720.0
2023-10-05,14,30,1200.0
2023-10-05,45,39,1376.0
2023-10-05,39,45,976.0
2023-10-05,36,41,532.0
2023-10-05,2,21,955.0
2023-10-05,8,47,770.0
2023-10-05,47,6,975.0
2023-10-05,41,36,592.0
2023-10-05,2,1,1090.0
2023-10-05,37,36,74.0
2023-10-05,47,30,1115.0
2023-10-05,47,8,910.0
2023-10-05,22,36,760.0
2023-10-05,6,47,1285.0
2023-10-05,46,33,780.0
2023-10-05,45,44,1030.0
2023-10-05,33,46,530.0
2023-10-05,21,2,920.0
2023-10-05,36,22,845.0
2023-10-05,2,14,965.0
2023-10-05,1,2,955.0
2023-10-05,17,23,845.0
2023-10-05,4,29,735.0
2023-10-05,2,24,730.0
2023-10-05,44,45,670.0
2023-10-05,47,10,580.0
2023-10-05,38,36,730.0
2023-10-05,19,30,1060.0
2023-10-06,45,46,4336.0
2023-10-06,46,45,3348.0
2023-10-06,45,47,3544.0
2023-10-06,47,45,2998.0
2023-10-06,46,9,5136.0
2023-10-06,9,46,3393.0
2023-10-06,46,48,4104.0
2023-10-06,48,46,2766.0
2023-10-06,45,9,3075.0
2023-10-06,9,45,2319.0
2023-10-06,47,5,2520.0
2023-10-06,5,47,1557.0
2023-10-06,46,44,2416.0
2023-10-06,46,35,3340.0
2023-10-06,45,28,2948.0
2023-10-06,35,46,1396.0
2023-10-06,44,46,1104.0
2023-10-06,2,40,1572.0
2023-10-06,11,36,1304.0
2023-10-06,19,32,2012.0
2023-10-06,36,11,1460.0
2023-10-06,28,45,1036.0
2023-10-06,2,30,2452.0
2023-10-06,40,2,1448.0
2023-10-06,30,2,1800.0
2023-10-06,32,19,1292.0
2023-10-06,12,36,1812.0
2023-10-06,47,43,1248.0
2023-10-06,13,23,1540.0
2023-10-06,36,7,1480.0
2023-10-06,43,47,1092.0
2023-10-06,7,36,1272.0
2023-10-06,36,12,1408.0
2023-10-06,46,18,1408.0
2023-10-06,18,46,1116.0
2023-10-06,45,48,1624.0
2023-10-06,45,42,1792.0
2023-10-06,23,25,500.0
2023-10-06,48,45,1144.0
2023-10-06,42,45,1220.0
2023-10-06,2,47,1615.0
2023-10-06,3,45,856.0
2023-10-06,46,15,1456.0
2023-10-06,45,34,1395.0
2023-10-06,47,2,1175.0
2023-10-06,34,45,1025.0
2023-10-06,47,28,1455.0
2023-10-06,45,3,1212.0
2023-10-06,47,46,1540.0
2023-10-06,2,16,1535.0
2023-10-06,25,23,672.0
2023-10-06,46,26,1485.0
2023-10-06,36,27,620.0
2023-10-06,16,2,1345.0
2023-10-06,23,13,1450.0
2023-10-06,2,31,2596.0
2023-10-06,26,46,1730.0
2023-10-06,31,2,1636.0
2023-10-06,15,46,752.0
2023-10-06,30,14,1540.0
2023-10-06,2,19,1840.0
2023-10-06,28,47,930.0
2023-10-06,47,3,1195.0
2023-10-06,45,5,1670.0
2023-10-06,36,37,102.0
2023-10-06,46,47,1655.0
2023-10-06,5,45,935.0
2023-10-06,46,20,1475.0
2023-10-06,3,47,920.0
2023-10-06,20,46,1095.0
2023-10-06,19,2,1230.0
2023-10-06,27,36,615.0
2023-10-06,14,30,1155.0
2023-10-06,45,39,1928.0
2023-10-06,39,45,1156.0
2023-10-06,36,41,732.0
2023-10-06,2,21,1210.0
2023-10-06,8,47,680.0
2023-10-06,47,6,1255.0
2023-10-06,41,36,844.0
2023-10-06,2,1,1140.0
2023-10-06,37,36,60.0
2023-10-06,47,30,1335.0
2023-10-06,47,8,1310.0
2023-10-06,22,36,1440.0
2023-10-06,6,47,815.0
2023-10-06,46,33,1810.0
2023-10-06,45,44,1380.0
2023-10-06,33,46,600.0
2023-10-06,21,2,905.0
2023-10-06,36,22,1110.0
2023-10-06,2,14,1525.0
2023-10-06,1,2,1000.0
2023-10-06,17,23,1115.0
2023-10-06,4,29,1140.0
2023-10-06,2,24,1000.0
2023-10-06,44,45,850.0
2023-10-06,47,10,955.0
2023-10-06,38,36,620.0
2023-10-06,19,30,840.0
2023-10-07,45,46,3652.0
2023-10-07,46,45,2846.0
2023-10-07,45,47,2708.0
2023-10-07,47,45,2942.0
2023-10-07,46,9,3072.0
2023-10-07,9,46,3636.0
2023-10-07,46,48,3654.0
2023-10-07,48,46,2748.0
2023-10-07,45,9,2412.0
2023-10-07,9,45,2358.0
2023-10-07,47,5,2202.0
2023-10-07,5,47,1950.0
2023-10-07,46,44,2204.0
2023-10-07,46,35,2248.0
2023-10-07,45,28,1832.0
2023-10-07,35,46,1692.0
2023-10-07,44,46,1588.0
2023-10-07,2,40,1392.0
2023-10-07,11,36,1340.0
2023-10-07,19,32,2328.0
2023-10-07,36,11,1116.0
2023-10-07,28,45,1540.0
2023-10-07,2,30,2980.0
2023-10-07,40,2,2144.0
2023-10-07,30,2,2440.0
2023-10-07,32,19,1660.0
2023-10-07,12,36,1312.0
2023-10-07,47,43,924.0
2023-10-07,13,23,1580.0
2023-10-07,36,7,1468.0
2023-10-07,43,47,1296.0
2023-10-07,7,36,1364.0
2023-10-07,36,12,1616.0
2023-10-07,46,18,1424.0
2023-10-07,18,46,1328.0
2023-10-07,45,48,1392.0
2023-10-07,45,42,1248.0
2023-10-07,23,25,584.0
2023-10-07,48,45,1260.0
2023-10-07,42,45,1532.0
2023-10-07,2,47,1470.0
2023-10-07,3,45,988.0
2023-10-07,46,15,1420.0
2023-10-07,45,34,1170.0
2023-10-07,47,2,1095.0
2023-10-07,34,45,980.0
2023-10-07,47,28,1075.0
2023-10-07,45,3,868.0
2023-10-07,47,46,2165.0
2023-10-07,2,16,1190.0
2023-10-07,25,23,768.0
2023-10-07,46,26,1480.0
2023-10-07,36,27,752.0
2023-10-07,16,2,1405.0
2023-10-07,23,13,1655.0
2023-10-07,2,31,1352.0
2023-10-07,26,46,1455.0
2023-10-07,31,2,1756.0
2023-10-07,15,46,1260.0
2023-10-07,30,14,1308.0
2023-10-07,2,19,1315.0
2023-10-07,28,47,1105.0
2023-10-07,47,3,995.0
2023-10-07,45,5,1305.0
2023-10-07,36,37,108.0
2023-10-07,46,47,1060.0
2023-10-07,5,45,1380.0
2023-10-07,46,20,1195.0
2023-10-07,3,47,955.0
2023-10-07,20,46,1290.0
2023-10-07,19,2,1630.0
2023-10-07,27,36,1010.0
2023-10-07,14,30,1325.0
2023-10-07,45,39,1136.0
2023-10-07,39,45,976.0
2023-10-07,36,41,576.0
2023-10-07,2,21,1255.0
2023-10-07,8,47,1020.0
2023-10-07,47,6,1025.0
2023-10-07,41,36,844.0
2023-10-07,2,1,1040.0
2023-10-07,37,36,82.0
2023-10-07,47,30,1230.0
2023-10-07,47,8,825.0
2023-10-07,22,36,1240.0
2023-10-07,6,47,810.0
2023-10-07,46,33,945.0
2023-10-07,45,44,885.0
2023-10-07,33,46,715.0
2023-10-07,21,2,1030.0
2023-10-07,36,22,955.0
2023-10-07,2,14,1540.0
2023-10-07,1,2,980.0
2023-10-07,17,23,1140.0
2023-10-07,4,29,1360.0
2023-10-07,2,24,720.0
2023-10-07,44,45,1115.0
2023-10-07,47,10,770.0
2023-10-07,38,36,705.0
2023-10-07,19,30,1195.0
2023-10-08,45,46,4504.0
2023-10-08,46,45,5104.0
2023-10-08,45,47,3632.0
2023-10-08,47,45,3828.0
2023-10-08,46,9,4629.0
2023-10-08,9,46,5451.0
2023-10-08,46,48,3261.0
2023-10-08,48,46,5049.0
2023-10-08,45,9,2529.0
2023-10-08,9,45,3744.0
2023-10-08,47,5,2487.0
2023-10-08,5,47,3369.0
2023-10-08,46,44,1900.0
2023-10-08,46,35,1992.0
2023-10-08,45,28,1532.0
2023-10-08,35,46,3652.0
2023-10-08,44,46,3152.0
2023-10-08,2,40,1912.0
2023-10-08,11,36,1876.0
2023-10-08,19,32,1968.0
2023-10-08,36,11,1344.0
2023-10-08,28,45,3064.0
2023-10-08,2,30,3292.0
2023-10-08,40,2,1936.0
2023-10-08,30,2,2640.0
2023-10-08,32,19,1784.0
2023-10-08,12,36,2000.0
2023-10-08,47,43,1248.0
2023-10-08,13,23,2404.0
2023-10-08,36,7,1556.0
2023-10-08,43,47,1772.0
2023-10-08,7,36,1744.0
2023-10-08,36,12,1604.0
2023-10-08,46,18,1016.0
2023-10-08,18,46,2168.0
2023-10-08,45,48,1280.0
2023-10-08,45,42,1528.0
2023-10-08,23,25,544.0
2023-10-08,48,45,2080.0
2023-10-08,42,45,2036.0
2023-10-08,2,47,1560.0
2023-10-08,3,45,1704.0
2023-10-08,46,15,1316.0
2023-10-08,45,34,1230.0
2023-10-08,47,2,1870.0
2023-10-08,34,45,1765.0
2023-10-08,47,28,1135.0
2023-10-08,45,3,940.0
2023-10-08,47,46,1530.0
2023-10-08,2,16,1455.0
2023-10-08,25,23,692.0
2023-10-08,46,26,1695.0
2023-10-08,36,27,864.0
2023-10-08,16,2,2130.0
2023-10-08,23,13,1350.0
2023-10-08,2,31,1468.0
2023-10-08,26,46,1655.0
2023-10-08,31,2,2996.0
2023-10-08,15,46,1940.0
2023-10-08,30,14,1084.0
2023-10-08,2,19,1385.0
2023-10-08,28,47,1705.0
2023-10-08,47,3,1035.0
2023-10-08,45,5,1260.0
2023-10-08,36,37,114.0
2023-10-08,46,47,1995.0
2023-10-08,5,45,1860.0
2023-10-08,46,20,1385.0
2023-10-08,3,47,1765.0
2023-10-08,20,46,1380.0
2023-10-08,19,2,2045.0
2023-10-08,27,36,960.0
2023-10-08,14,30,2195.0
2023-10-08,45,39,1228.0
2023-10-08,39,45,2408.0
2023-10-08,36,41,528.0
2023-10-08,2,21,1215.0
2023-10-08,8,47,1760.0
2023-10-08,47,6,1110.0
2023-10-08,41,36,688.0
2023-10-08,2,1,1140.0
2023-10-08,37,36,98.0
2023-10-08,47,30,1735.0
2023-10-08,47,8,975.0
2023-10-08,22,36,1265.0
2023-10-08,6,47,1740.0
2023-10-08,46,33,820.0
2023-10-08,45,44,1235.0
2023-10-08,33,46,2155.0
2023-10-08,21,2,1385.0
2023-10-08,36,22,1430.0
2023-10-08,2,14,1130.0
2023-10-08,1,2,1140.0
2023-10-08,17,23,705.0
2023-10-08,4,29,1010.0
2023-10-08,2,24,1195.0
2023-10-08,44,45,1315.0
2023-10-08,47,10,885.0
2023-10-08,38,36,1160.0
2023-10-08,19,30,1555.0
2023-10-09,45,46,3312.0
2023-10-09,46,45,3992.0
2023-10-09,45,47,2690.0
2023-10-09,47,45,2928.0
2023-10-09,46,9,3177.0
2023-10-09,9,46,4020.0
2023-10-09,46,48,2568.0
2023-10-09,48,46,3285.0
2023-10-09,45,9,1974.0
2023-10-09,9,45,2916.0
2023-10-09,47,5,1842.0
2023-10-09,5,47,2100.0
2023-10-09,46,44,972.0
2023-10-09,46,35,1212.0
2023-10-09,45,28,1100.0
2023-10-09,35,46,2016.0
2023-10-09,44,46,1552.0
2023-10-09,2,40,1556.0
2023-10-09,11,36,1300.0
2023-10-09,19,32,1856.0
2023-10-09,36,11,1048.0
2023-10-09,28,45,1780.0
2023-10-09,2,30,2504.0
2023-10-09,40,2,1124.0
2023-10-09,30,2,1800.0
2023-10-09,32,19,1964.0
2023-10-09,12,36,1480.0
2023-10-09,47,43,988.0
2023-10-09,13,23,1944.0
2023-10-09,36,7,856.0
2023-10-09,43,47,1312.0
2023-10-09,7,36,1240.0
2023-10-09,36,12,1152.0
2023-10-09,46,18,988.0
2023-10-09,18,46,1340.0
2023-10-09,45,48,888.0
2023-10-09,45,42,1104.0
2023-10-09,23,25,448.0
2023-10-09,48,45,1588.0
2023-10-09,42,45,1276.0
2023-10-09,2,47,1435.0
2023-10-09,3,45,1428.0
2023-10-09,46,15,1068.0
2023-10-09,45,34,1060.0
2023-10-09,47,2,1255.0
2023-10-09,34,45,1285.0
2023-10-09,47,28,985.0
2023-10-09,45,3,900.0
2023-10-09,47,46,1285.0
2023-10-09,2,16,985.0
2023-10-09,25,23,416.0
2023-10-09,46,26,1270.0
2023-10-09,36,27,720.0
2023-10-09,16,2,1110.0
2023-10-09,23,13,1735.0
2023-10-09,2,31,1136.0
2023-10-09,26,46,1460.0
2023-10-09,31,2,1688.0
2023-10-09,15,46,1116.0
2023-10-09,30,14,1020.0
2023-10-09,2,19,1120.0
2023-10-09,28,47,1175.0
2023-10-09,47,3,1020.0
2023-10-09,45,5,960.0
2023-10-09,36,37,84.0
2023-10-09,46,47,1495.0
2023-10-09,5,45,1250.0
2023-10-09,46,20,930.0
2023-10-09,3,47,965.0
2023-10-09,20,46,1225.0
2023-10-09,19,2,1110.0
2023-10-09,27,36,965.0
2023-10-09,14,30,1375.0
2023-10-09,45,39,876.0
2023-10-09,39,45,1888.0
2023-10-09,36,41,468.0
2023-10-09,2,21,980.0
2023-10-09,8,47,1085.0
2023-10-09,47,6,950.0
2023-10-09,41,36,616.0
2023-10-09,2,1,1110.0
2023-10-09,37,36,74.0
2023-10-09,47,30,1390.0
2023-10-09,47,8,760.0
2023-10-09,22,36,1270.0
2023-10-09,6,47,1180.0
2023-10-09,46,33,645.0
2023-10-09,45,44,810.0
2023-10-09,33,46,825.0
2023-10-09,21,2,905.0
2023-10-09,36,22,1100.0
2023-10-09,2,14,1055.0
2023-10-09,1,2,945.0
2023-10-09,17,23,1320.0
2023-10-09,4,29,940.0
2023-10-09,2,24,755.0
2023-10-09,44,45,1055.0
2023-10-09,47,10,590.0
2023-10-09,38,36,545.0
2023-10-09,19,30,955.0
2023-10-10,45,46,3126.0
2023-10-10,46,45,3222.0
2023-10-10,45,47,2496.0
2023-10-10,47,45,2596.0
2023-10-10,46,9,2682.0
2023-10-10,9,46,2919.0
2023-10-10,46,48,2511.0
2023-10-10,48,46,2481.0
2023-10-10,45,9,1755.0
2023-10-10,9,45,2442.0
2023-10-10,47,5,1569.0
2023-10-10,5,47,1518.0
2023-10-10,46,44,1136.0
2023-10-10,46,35,1312.0
2023-10-10,45,28,1436.0
2023-10-10,35,46,1676.0
2023-10-10,44,46,996.0
2023-10-10,2,40,1388.0
2023-10-10,11,36,1028.0
2023-10-10,19,32,1644.0
2023-10-10,36,11,1200.0
2023-10-10,28,45,1076.0
2023-10-10,2,30,1540.0
2023-10-10,40,2,1212.0
2023-10-10,30,2,1188.0
2023-10-10,32,19,1116.0
2023-10-10,12,36,1124.0
2023-10-10,47,43,1088.0
2023-10-10,13,23,1312.0
2023-10-10,36,7,888.0
2023-10-10,43,47,772.0
2023-10-10,7,36,1072.0
2023-10-10,36,12,996.0
2023-10-10,46,18,908.0
2023-10-10,18,46,1088.0
2023-10-10,45,48,1044.0
2023-10-10,45,42,1016.0
2023-10-10,23,25,568.0
2023-10-10,48,45,1160.0
2023-10-10,42,45,1020.0
2023-10-10,2,47,1020.0
2023-10-10,3,45,1032.0
2023-10-10,46,15,836.0
2023-10-10,45,34,910.0
2023-10-10,47,2,1335.0
2023-10-10,34,45,900.0
2023-10-10,47,28,845.0
2023-10-10,45,3,880.0
2023-10-10,47,46,1030.0
2023-10-10,2,16,930.0
2023-10-10,25,23,548.0
2023-10-10,46,26,1310.0
2023-10-10,36,27,736.0
2023-10-10,16,2,935.0
2023-10-10,23,13,1530.0
2023-10-10,2,31,1128.0
2023-10-10,26,46,1340.0
2023-10-10,31,2,1272.0
2023-10-10,15,46,948.0
2023-10-10,30,14,924.0
2023-10-10,2,19,1205.0
2023-10-10,28,47,770.0
2023-10-10,47,3,1090.0
2023-10-10,45,5,1105.0
2023-10-10,36,37,72.0
2023-10-10,46,47,1030.0
2023-10-10,5,45,1110.0
2023-10-10,46,20,1040.0
2023-10-10,3,47,805.0
2023-10-10,20,46,965.0
2023-10-10,19,2,1130.0
2023-10-10,27,36,920.0
2023-10-10,14,30,1135.0
2023-10-10,45,39,840.0
2023-10-10,39,45,948.0
2023-10-10,36,41,500.0
2023-10-10,2,21,935.0
2023-10-10,8,47,630.0
2023-10-10,47,6,930.0
2023-10-10,41,36,624.0
2023-10-10,2,1,1090.0
2023-10-10,37,36,52.0
2023-10-10,47,30,1115.0
2023-10-10,47,8,755.0
2023-10-10,22,36,960.0
